premise,hypothesis,true_label,predicted_label,word_overlap,categories,has_negation
A black woman wearing black walking by a window with a mannequin in it.,A black woman walks by a Bloomingdale's.,neutral,contradiction,66.67%,other,False
A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck.,A man looks at a pile of colored vegetables on a car outside.,entailment,contradiction,63.64%,false_contradiction,False
Two elderly men and one elderly woman standing on a sidewalk staring to their left.,People rest on the curb.,contradiction,entailment,20.00%,missed_contradiction,False
Two women stop between a red smart car and a group of photographers to examine their items in hand.,Two women were walking but they stopped.,entailment,neutral,28.57%,missed_entailment,False
A little blond girl is running near a little blond boy.,A sister and brother are playing in their yard.,entailment,neutral,11.11%,"low_overlap, missed_entailment",False
A woman crossing a busy downtown street.,A lady is waiting for her ride down the street.,contradiction,neutral,20.00%,other,False
"A woman is looking at a pamphlet talking to someone, while a guy takes photos in the background.",Three people take pictures.,contradiction,entailment,0.00%,"low_overlap, short_hypothesis, missed_contradiction",False
"Skateboarder jumps off a 5 ft cliff, performing a stunt.",A skateboarder is doing a dangerous stunt.,entailment,neutral,50.00%,missed_entailment,False
a man scales the large rock.,The man is using climbing equipment to scale a rock.,neutral,entailment,40.00%,false_entailment,False
"A man with a cowboy hat green plaid shirt, jeans, and red boots and chaps rides a bay horse next to a young boy with a cowboy hat and blue shirt, jeans and chaps rides a pony next to him.",People are riding horses and ponies outside.,entailment,neutral,14.29%,"low_overlap, missed_entailment",False
"A young man, without apparent protective gear, is on a bicycle jumping over small hills of sand or gravel, with a long bridge and tall buildings in the background.",A young man is racing home to eat dinner.,neutral,contradiction,33.33%,negation,True
An older man in an apron cleaning.,A man is mopping the floor.,neutral,contradiction,16.67%,low_overlap,False
"Two children examine a stack of books and games, including the game ""Poncho Pal,"" next to a piece of furniture.",Two children are looking for something to do.,neutral,entailment,37.50%,false_entailment,False
A lady is looking at ice cream in a refrigerator.,A lady indoors.,neutral,entailment,66.67%,"short_hypothesis, false_entailment",False
Two women standing outside looking at a water fountain with bright green trees in the background.,two women toss pennies into the fountain,neutral,contradiction,57.14%,other,False
The group of people make single file lines on the field.,Soldiers standing in lines outside.,neutral,entailment,20.00%,false_entailment,False
A man with a tattoo is wearing sunglasses while holding a small boy.,A man in sunglasses holding a small boy waits to get his first tattoo.,contradiction,neutral,38.46%,other,False
A mother and her daughter are both wearing heels standing outside in a crowd on a brick pavement looking out at the street in amazement.,There are men on the brick pavement.,entailment,contradiction,57.14%,false_contradiction,False
A large competition sailboat is surrounded by three small boats in the middle of the water.,There are four boats in the middle of the water.,entailment,contradiction,66.67%,false_contradiction,False
A young boy in a striped shirt is leaning against a tree while another child sits at a picnic table.,Two children are eating together at a fantasy fair.,contradiction,neutral,22.22%,negation,True
"A woman, wearing a white shirt and green shorts, sitting on a rock in a beautiful body of water.",The woman is barefoot.,neutral,contradiction,0.00%,"low_overlap, short_hypothesis",False
Volleyball player showing off her action post during the game.,The star volleyball player shows off,entailment,neutral,66.67%,missed_entailment,False
A smartly dressed woman wearing a white jacket is holding a camera.,A woman attracts man to help her,contradiction,neutral,28.57%,other,False
A surgeon is performing an open surgery.,A doctor is performing a simple check up.,contradiction,neutral,42.86%,other,False
Three girls fell on top of one another and are laughing histerically.,Three girls laughing about clumsily falling on each other.,entailment,neutral,44.44%,"negation, quantifier, missed_entailment",True
A man and a woman are walking in the middle of a street.,People are crossing the street.,neutral,entailment,60.00%,false_entailment,False
Woman wearing jeans and white shirt watches as her bowling ball rolls down the lane to the pins.,A woman scores.,neutral,entailment,33.33%,"short_hypothesis, false_entailment",False
Girl in pink bathing suit with right arm in air behind a seagull on the beach near the water.,The girl is feeding the seagull.,neutral,contradiction,40.00%,other,False
A man is putting on a yellow necktie while another man stands to his right side watching him.,a man puts on a tie,entailment,contradiction,60.00%,"negation, false_contradiction",True
A female researcher videotaping a specimen.,A women is poking a specimen with a stick.,neutral,contradiction,14.29%,low_overlap,False
Man dog sledding with his child in the icy snow.,Icy snow slowing down a man's dog sled.,neutral,entailment,25.00%,"negation, false_entailment",True
A man wearing a Santa hat holds up a photo to the class.,Santa Claus tells the kids he is not real at the mall.,contradiction,neutral,18.18%,"negation, low_overlap",True
A woman is cleaning an outdoor pool.,The pool is being vacuumed by the woman.,neutral,contradiction,14.29%,low_overlap,False
"A man in a green, black, and white spandex sports uniform is riding a bike.",A guy isn't afraid to fall down and spoiled his bright uniform.,contradiction,neutral,16.67%,"negation, low_overlap",True
A group of women are sitting and knitting together in a cafe.,the women are helping make pies,contradiction,neutral,33.33%,other,False
A crowd of interested people surrounds a man swinging a sledgehammer.,A man shows a group of people how to use a sledgehammer.,neutral,entailment,50.00%,false_entailment,False
A crowd of interested people surrounds a man swinging a sledgehammer.,A man shows a group of people how to blow glass.,contradiction,neutral,40.00%,other,False
Four people are bandaging a head wound.,Medical personnel are helping an injured person.,neutral,entailment,14.29%,"low_overlap, false_entailment",False
Girl laying atop floating dock.,A female is asleep on the deck.,contradiction,neutral,0.00%,low_overlap,False
Women posing for a picture during a bicycle race on a bridge.,the woman is riding the bike.,neutral,contradiction,0.00%,low_overlap,False
A man sits on the grass trying to get a hole of a fish.,Fish catches man.,contradiction,neutral,0.00%,"low_overlap, short_hypothesis",False
